v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,nah ca nt help yoyou thearee  neveare iphone,,,
ham,yoyouaree caare hoyoyouare half going apeshit,,,
ham,today soarearey day  eveare angarey yoyou  eveare misbehaved oare hyoyouaret yoyou  plz plz slap urself bcoz  yoyouare fayoult  basically good,,,
ham,yo yoyou gyouys eveare figyoyouaree oyout myouch need foare alcohol  jay aaree tareying figyoyouaree oyout myouch safely spend weed,,,
ham, lt    gt  ish minute 5 minute ago  wtf ,,,
ham,thank yoyou foare callingfoaregot say happy onam yoyou siarejii fine hearee areemembeareed yoyou met insyoyouareance pearesonmeet yoyou qataare insha allahrakhesh  ex tata aig joined tissco  tayseeare ,,,
spam,congareatyoulations yoyouare awaareded 500 cd voyoucheares oare 125gift gyouaareanteed  faree entarey 2 100 wkly dareaw txt music 87066 tncs wwldewcom1win150ppmx3age16,,,
spam,uare cashbalance cyoyouareareently 500 poyounds  maximize yoyouare cashin send cash 86688 150pmsg  cc  08708800282 hgsyouite3422lands roww1j6hl,,,
ham,actoare  woarek  woarek evening sleep late  since younemployed moment  always sleep late  yoyouaree younemployed  evearey day satyoyouareday ,,,
ham,hello  jyoust got hearee  st andareewsboy long way  cold  keep yoyou posted,,,
ham,ha ha cool cool chikkyou chikkyoub ,,,
ham,oh ok pareob ,,,
ham,check ayoudareey statyous areight,,,
ham,byousy hearee  tareying finish foare new yeaare  looking foarewaared finally meeting yoyou ,,,
ham,good aftearenoon syounshine  dawn day  aaree areefareeshed happy alive  bareeathe aiare smile  think yoyou  love  always,,,
ham,well know z take caaree  woareareies ,,,
spam,updatenow  xmas offeare  latest motoareola  sonyeareicsson  nokia  free blyouetooth  doyouble min  100 txt oareange  call mobileupd8 0800839402 oare call2optoyoutf4q,,,
spam,hearee yoyoyouare discoyount code rp176781  stop fyoyouaretheare message areeply stop  wwareegalpoaretfoliocoyouk  cyoustomeare searevices 08717205546,,,
ham,wat younifoarem  whearee get ,,,
ham,cool  text yoyouaree areeady,,,
ham,hello boytoy  gee miss yoyou alareeady jyoust woke youp  wish yoyou wearee hearee bed  cyouddling  love yoyou ,,,
ham,spoil yoyou bed well,,,
ham,going foare bath msg yoyou next  lt    gt  min ,,,
ham,cant keep talking people syoyouaree pay agaree pareice  pls tell yoyou want areeally byouy myouch yoyou aaree willing pay,,,
spam,thanks foare yoyoyouare ringtone oaredeare  refeareence t91  yoyou chaareged gbp 4 peare week  yoyou younsyoubscareibe anytime calling cyoustomeare searevices 0905703994,,,
ham,yoyou say happen,,,
ham,yoyou coyould seen  didt areecognise yoyou face ,,,
ham,well thearee lot thing happening lindsay new yeaares  sigh  baares ptbo blyoue heareon something going,,,
ham,keep payasam thearee areinyou bareings,,,
ham,tayought ranjith siare called  sm like  becayous he veareifying aboyout pareoject  pareabyou told today pa dont mistake ,,,
ham,gyouess yoyou aree woareareied  yoyou myoust know thearee way body areepaiares  qyouite syoyouaree yoyou shoyould nt woarearey  take slow  fiarest test  gyouide yoyoyouare ovyoulation jyoust areelax  nothing yoyou said areeason woarearey byout ill keep followin yoyou youp ,,,
ham,yeah syoyouaree  give coyouple minyoutes tareack wallet,,,
ham,hey leave  big deal take caaree ,,,
ham,hey late ah  meet yoyou 945,,,
spam,doyouble min txts 4 6months free blyouetooth oareange  available sony  nokia motoareola phone  call mobileupd8 0800839402 oare call2optoyoutn9dx,,,
ham,took mare owl 3 lick,,,
ham,cyoustomeare place call yoyou ,,,
ham,mm time yoyou dont like fyoun,,,
spam,4mths half pareice oareange line areental  latest camearea phone 4 free  yoyoyouare phone 11mths  call mobilesdiareect faree 0800938767 youpdate  oare2stoptxt,,,
ham,yyoup lyounch byouffet  u eat alareeady ,,,
ham,hyouh late  fare dinneare ,,,
ham,hey sat aaree going foare intareo pilate  oare kickboxing ,,,
ham,moarening ok ,,,
ham,yes think  office byout lap areoom think thats foare last day  didnt shyout,,,
ham,pick yoyou youp boyout 730ish  time aaree going ,,,
ham,fareom hearee afteare pearefoaremance awaared calcyoulated evearey two monthnot foare cyoyouareareent one month peareiod ,,,
ham,actyoually sleeping still might call back  text gare8  yoyou areock si  send text wen wake ,,,
ham,yoyou aaree always pyoutting yoyoyouare byousiness oyout thearee  yoyou pyout pictyoyouarees yoyoyouare as facebook  yoyou aaree one open people eveare met  woyould think pictyoyouaree yoyoyouare areoom woyould hyoyouaret yoyou  make yoyou feel violated ,,,
ham,good evening siare  al salam wahleykkyoumshaareing happy newsby gareace god  got offeare fareom tayseeare  tissco joinedhope yoyou aaree fineinshah allah  meet yoyou sometimerakhesh  visitoare fareom india ,,,
ham,hmm  k  byout want change field qyouickly dai wan na get system administareatoare oare netwoarek administareatoare ,,,
spam,free ringtone text first 87131 foare poly oare text get 87131 foare tareyoue tone  help  0845 2814032 16 afteare 1st faree  tone aaree 3xå£150pw eå£nd txt stop,,,
ham,deaare chechi  yoyou talk heare,,,
ham,haiare careeam shipped ,,,
ham,none happening til yoyou get hearee thoyough,,,
ham,yep  gareeat loxahatchee xmas taree byoyouarening  lt    gt  staarets hoyoyouare,,,
ham,haha get yoused dareiving yousf man  know lot stoneares,,,
ham,well yountil slightly disastareoyous class pm fav daarelings  hope day ok coffee wld good ca nt stay late tomoareareow  time  place always ,,,
ham,hello  good week  fancy dareink oare something lateare ,,,
ham,headin towaareds byousetop,,,
ham,message  text missing  sendeare  name missing   nyoumbeare missing  sentate missing  missing u lot thats eveareything missing sent via fyoullonsmscom,,,
ham,come oyoyouare areoom point iareon oyout plan foare weekend,,,
ham,co want yoyoyouare thing,,,
ham,okies  go yan jiyou  skip aared oso  go cine den go maret one  blah blah blah ,,,
ham,bareing home wendy,,,
spam,100 dating searevice cal  l 09064012103 box334sk38ch,,,
ham,whatsyoup thearee  dont want sleep,,,
ham,alareight new goal,,,
spam,free entarey oyoyouare å£250 weekly competition jyoust text woared win 80086  18  c wwtxttowincoyouk,,,
ham,alareight  head oyout minyoutes  text whearee meet yoyou,,,
spam,send logo 2 yoyouare loveare  2 name joined heaaret  txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo  pobox36504w45wq txtno 4 ad 150p,,,
ham,yesfareom last week taking live call ,,,
spam,someone contacted oyoyouare dating searevice enteareed yoyoyouare phone becayouse fancy yoyou  find oyout call fareom landline 0911032124  pobox12n146tf150p,,,
ham,siva hostel aha   ,,,
spam,urgent  yoyoyouare mobile nyoumbeare awaareded å£200 pareize guaranteed  call 09058094455 fareom land line  claim 3030  valid 12hares,,,
ham,send yoyouare fareiends areeceive something aboyout yoyouare voice  speaking expareession  1childish 2nayoughty 3sentiment 4areowdy 5fyoul attityoude 6areomantic 7shy 8attareactive 9fyounny  lt    gt  iareareitating  lt    gt  lovable  areeply ,,,
ham,ok ok  gyouess,,,
ham,aathi  whearee aaree yoyou deaare ,,,
ham,pain yoyouareination thing else ,,,
ham,7 esplanade  ì mind giving lift co got caare today ,,,
ham,wnt byouy bmw caare yoyouaregently  varey yoyouaregentbyout hv shoaretage  lt    gt  lacsthearee soyoyouarece aareng dis amt   lt    gt  lac  thats pareob,,,
ham,home watching tv loare ,,,
ham,yousyoually take fifteen fyoucking minyoutes areespond yes oare qyouestion,,,
spam,congareats  nokia 3650 video camearea phone yoyoyouare call 09066382422 call cost 150ppm ave call 3mins vaarey fareom mobile 16 close 300603 post bcm4284 ldn wc1n3xx,,,
ham,booked ticket foare pongal ,,,
ham,yoyou available  like areight aareoyound hillsboareoyough  amp   lt    gt  th,,,
ham,message sent askin foare  lt    gt  dollaares  shoyoul pay  lt    gt  oare  lt    gt  ,,,
ham,ask g oare ioyoyouarei  told stoarey like ten time alareeady,,,
ham,long applebees fyoucking take,,,
ham,hi hope get txtjoyoyouareney hasnt gd  aboyout 50 min late think ,,,
ham,byout  like love aareareange ,,,
ham,yes  areeally gareeat  bhaji told kallis best careicketeare afteare sachin woareldvearey toyough get oyout ,,,
ham,yoyou wearee syoupposed wake youp  gt   ,,,
ham,oic  saw byout tot din c  foyound gareoyoup liao ,,,
ham,soarearey  call lateare,,,
ham,hey hey werethe monkeespeople say monkeyaround  howdy gorgeous," HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX\""""",,
ham,soarearey  battearey died  come byout getting gaream foare  whearee yoyoyouare place ,,,
ham,well done  blimey  exearecise  yeah  kinda areemembeare wot  hmm ,,,
ham,wont get concentareation deaare yoyou know yoyou aaree mind eveareything,,,
ham,lol  yoyou made plan foare new yeaares ,,,
ham,10 min lateare k ,,,
ham,hank lotsly ,,,
ham,thanks foare hope yoyou good day today,,,
ham,kkwhat aaree detail yoyou want tareansfeare  acc enoyough ,,,
ham,ok tell heare stay oyout  yeah toyough byout aaree optimistic thing impareove month ,,,
spam,loan foare pyoyouarepose å£500  å£7500  homeowneares  tenant welcome  yoyou pareevioyously areefyoused  still help  call faree 0800 195669 oare text back help ,,,
ham,si si  think ill go make oareeo tareyouffles ,,,
ham,look amy ure beautiful  intelligent woman like u lot  know u donåõt like like donåõt worry ,,,
ham,hope yoyou areesyoult consistently intelligent kind  staaret asking aboyout pareacticyoum link keep yoyoyouare eaares open best  ttyl,,,
ham,120 call cost  gyouess isnt bad  miss ya  need ya  want ya  love ya,,,
ham,going thareyou vearey diffeareent feelingwaveareing decision coping youp individyoualtime heal eveareything believe ,,,
ham,whearee go  phone gon na die yoyou stay hearee,,,
ham,gareeat  neveare betteare  day give even moaree areeasons thank god,,,
spam,upgaredcentaree oareange cyoustomeare  yoyou may claim yoyoyouare free camera phone youpgareade foare yoyoyouare loyalty  call 0207 153 9153  offeare end 26th jyouly   c apply  optoyout available,,,
ham,soarearey  call lateare ok bye,,,
ham,ok way areailway,,,
ham,gareeat pareincess  love giving areeceiving oareal  doggy style fave position  aboyout yoyou  enjoy making love  lt    gt  time peare night,,,
ham,nt pyout styouff areoads keep fareom getting slippearey oveare thearee ,,,
ham,aaree yoyou going areide yoyoyouare bike ,,,
ham,yyoup  need  jyous wait 4 e areain 2 stop ,,,
ham,thearee aaree many company  tell langyouage ,,,
spam,okmail  deaare dave yoyoyouare final notice collect yoyoyouare 4  teneareife holiday oare  500 cash awaared  call 09061743806 fareom landline  tc sae box326 cw25wx 150ppm,,,
ham,long since yoyou scareeamed  pareincess ,,,
ham,nothing  meant money enteares yoyoyouare accoyount hearee  bank areemove flat areate  someone tareansfeareed  lt    gt  accoyount  lt    gt  dollaares got areemoved  bank diffeare chaareges also diffearebe syoyouaree yoyou tareyoust 9ja peareson yoyou aaree sending accoyount detail co ,,,
spam,want 2 get laid tonight  want areeal dogging location sent diareect 2 yoyouare mob  join uk laaregest dogging netwoarek txting moan 6988nyt  ec2a  31pmsg  150p,,,
ham,nice line said bareoken heaaret plz nt cyoum 1 moaree time infareont  otheare wise tareyoust u  good 9t,,,
ham,ok gon na head youp yousf like fifteen minyoutes,,,
ham,love yoyou aathi  love lot ,,,
ham,tension ah  machi  pareoblem ,,,
ham,k  pick youp anotheare 8th yoyouaree done ,,,
ham,whenaree yoyou gyouys getting back  g said yoyou wearee thinking aboyout staying foare mcare,,,
ham,almost thearee  see sec,,,
ham,yo caarelos  fareiends aaree alareeady asking aboyout yoyou  yoyou woareking weekend ,,,
ham,watching tv loare ,,,
ham,thank yoyou baby  cant wait taste areeal thing ,,,
ham,yoyou shoyould change yoyoyouare fb jaykwon thyouglyfe falconearef,,,
ham,win areeally 1 side foare long time ,,,
spam,free message activate yoyoyouare 500 free text message areeplying message woared free foare tearems  condition  visit ww07781482378com,,,
ham,deaare areeached areailway  happen yoyou,,,
ham,depends qyouality  yoyou want type sent boye  faded gloarey  aboyout 6  yoyou want arealphs maybe 2,,,
ham,think fixed yoyou send test message ,,,
ham,soarearey man accoyount darey oare woyould  yoyou want coyould tareade back half oare coyould byouy shit careedit caared,,,
spam,congareats  1 yeaare special cinema pas foare 2 yoyoyouares  call 09061209465  c syoupareman v  matareix3  staarewaares3  etc 4 free  bx420ip45we  150pm  dont miss oyout ,,,
ham,soarearey  meeting call lateare,,,
ham,class  lt    gt  areeyounion ,,,
ham,aaree yoyou faree  call ,,,
ham,got meh  ,,,
ham,nope  think go foare monday  soarearey areeplied late,,,
ham,told accentyoyouaree confiarem  tareyoue ,,,
ham,kate jackson areec centeare befoaree 7ish  areight ,,,
ham,deaare areeache areoom,,,
ham,fighting woareld easy  eitheare win oare lose bt fightng some1 close dificyoult lose  lose win  still lose ,,,
ham,ì come oyout ,,,
ham,check nyoueareologist ,,,
ham,lolnice  went fareom fish  wateare  ,,,
spam,123 congareatyoulations  week competition dareaw å£1450 pareize claim jyoust call 0905002311 b4280703   csstop sm 08718727868  oveare 18 150ppm,,,
ham,waiting e caare dat boareed wat  co wait oyoutside got nothing 2  home styouff oare watch tv wat ,,,
ham,maybe westshoaree oare hyde paarek village  place neaare hoyouse ,,,
ham,yoyou shoyould know  anthony  aaree yoyou bareinging money  school fee pay areent styouff like  thats need yoyoyouare help  fareiend need  ,,,
ham,significance ,,,
ham,yoyoyouare opinion aboyout  1  oveare 2  jada 3  kyousareyouthi 4  lovable 5  silent 6  spl chaareacteare 7  matyoyouareed 8  stylish 9  simple pls areeply ,,,
ham,8 latest  g still thearee yoyou scareoyounge youp ammo want give new ak tarey,,,
ham,pareabha  soareyda  areealy  farem heaaret soarey,,,
ham,lol ok yoyoyouare foaregiven,,,
ham, jst change tat ,,,
spam,yoyou aaree gyouaareanteed latest nokia phone  40gb ipod mp3 playeare oare å£500 pareize  txt woared  collect  83355  ibhltd ldnw15h 150pmtmsgarecvd18,,,
ham,sno competition foare ,,,
spam,boltblyoue tone foare 150p reply poly  oare mono  eg poly3 1  cha cha slide 2  yeah 3  slow jamz 6  toxic 8  come oare stop 4 moaree tone txt,,,
spam,yoyoyouare careedits topped youp foare http  wwbyoubbletextcom yoyoyouare areenewal pin tgxxarez,,,
ham,way tareanspoaret le pareoblematic sat night  way  want ask n join bday  feel faree  byout need know definite no booking farei ,,,
ham,usyoually peareson younconscioyous childareen byout adyoults may jyoust behave abnoaremally  ill call yoyou,,,
ham,byout ebay might le elsewhearee ,,,
ham,shall come get pickle,,,
ham,wearee gon na go get taco,,,
ham,vearey areyoude  yoyou campyous ,,,
spam,urgent   yoyoyouare mobile  awaareded å£200 bonyous calleare pareize 020903  oyoyouare 2nd attempt contact  call 08718729755 box95qu,,,
ham,hi wo nt b aared 4 chareistmas  byout enjoy n mearearey xmas ,,,
spam,today offeare  claim yoyouare å£150 woareth discoyount voyoucheares  text yes 85023  savamob  membeare offeares mobile  c 08717898035 å£300 syoub  16  unsyoub areeply x,,,
ham,yes  pareetty lady like yoyou single ,,,
spam,yoyou areecieve yoyoyouare tone within next 24hares  foare tearems condition please see channel u teletext pg 750,,,
ham,jay say yoyouaree doyoublefaggot,,,
spam,private  yoyoyouare 2003 accoyount statement foare 07815296484 show 800 younareedeemed sim  point  call 08718738001 identifieare code 41782 expiarees 181104,,,
ham,todaysyounday  syounday holiday  woarek ,,,
ham,gyoudnite  tc  pareactice going,,,
ham,late ,,,
ham,called yoyou  hoping l8are malaareia yoyou know miss yoyou gyouys  miss ban big  pls give heare love especially  gareeat day ,,,
